task_id,cells
f_4f72dd0ac34bcadbfe80,"[[11, 0], [11, 1], [11, 3], [12, 0], [12, 1], [12, 3], [13, 0]]"
f_26c3e11bc921f65b6438,"[[1, 0], [1, 1], [1, 2], [1, 3], [12, 0], [12, 1], [12, 2], [12, 3], [13, 2], [13, 3], [13, 4], [13, 5], [13, 6], [13, 7]]"
f_3ad3e6f567c7adf00019,"[[2, 0], [3, 0], [4, 0], [5, 0], [5, 1], [6, 0], [6, 11]]"
f_85bf51c443ec37de769b,"[[25, 0], [25, 1], [25, 2], [25, 3], [25, 4], [25, 5], [28, 2], [29, 2]]"
f_3d356bbc8499777ea65d,"[[1, 1], [1, 2], [2, 1], [7, 3]]"
f_2ef8b249432389e55a74,"[[10, 0], [11, 0], [12, 0], [13, 0], [13, 1], [14, 0], [14, 1], [14, 3], [14, 4], [15, 0], [16, 0], [22, 0], [22, 1], [22, 2], [23, 0], [23, 1], [23, 2], [23, 3], [23, 4], [24, 0]]"
f_66bc158e8f24a758741f,"[[13, 1], [13, 2], [14, 1], [14, 2], [15, 0], [15, 1], [15, 2], [16, 1], [16, 2], [17, 1], [17, 2], [18, 1], [18, 2]]"
f_3e273c6e74fcabf068b9,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 4], [3, 0], [3, 1], [3, 2], [3, 4], [4, 0], [4, 1], [4, 2], [4, 4], [13, 1], [13, 2], [13, 4]]"
f_3633854036a7bbd6e45b,"[[12, 0], [12, 4], [13, 0], [13, 3]]"
f_70e581bb4572707d2abc,"[[6, 0], [6, 1], [6, 3], [7, 0], [7, 1], [7, 2], [7, 3], [8, 0], [8, 1], [8, 2], [8, 3], [9, 0], [9, 1], [9, 3], [10, 0], [10, 1], [10, 2], [10, 3]]"
f_989564c61f3f9059370d,"[[3, 0], [3, 1], [3, 4], [12, 0], [12, 1], [12, 3], [12, 4], [13, 0], [14, 0], [18, 0], [18, 1], [18, 3], [18, 4], [19, 0], [20, 0], [23, 0], [23, 1], [24, 0], [24, 1], [24, 3], [24, 4], [25, 0], [26, 0], [27, 0], [28, 0], [28, 1], [28, 3], [28, 4]]"
f_5b3c194f4e4152a0f522,"[[4, 0], [4, 1], [4, 2], [4, 3], [9, 0], [9, 1], [9, 2], [9, 3], [11, 0], [11, 1], [11, 2], [11, 3], [14, 0], [14, 1], [14, 2], [14, 3]]"
f_ff241ef959101557f903,"[[16, 2], [16, 11], [17, 1], [17, 2], [17, 11], [18, 11], [18, 12]]"
f_ff76204029097a73f221,"[[2, 1], [2, 3], [3, 1], [3, 4]]"
f_8b605632bcf42791e86a,"[[2, 0], [2, 1], [2, 3], [3, 0], [3, 1], [3, 3]]"
f_705afbb0950881c964f7,"[[9, 0], [9, 1], [9, 3]]"
f_c8d0a6b46dcfb2089f93,"[[0, 1]]"
f_d972afede8c0faae8b81,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3]]"
f_5be3531a4177d084af59,"[[1, 1], [1, 2], [1, 3], [2, 1], [2, 2], [2, 3]]"
f_9cc761ac575f8d6a5b00,"[[1, 0], [1, 3], [10, 3]]"
f_d17b1188cbf8f66a4246,"[[11, 0], [12, 0], [12, 1], [12, 2]]"
f_cac4aa925d2597c7a103,"[[13, 0], [13, 1], [13, 2], [13, 4], [17, 1], [17, 2], [17, 4], [20, 1], [20, 2], [20, 4]]"
f_cf5252184feefdb99930,"[[4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2], [6, 1], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2]]"
f_e43f1f8f22656cd287b6,"[[4, 1], [4, 2], [4, 3], [4, 4]]"
f_ed95ba80db15ef378a0b,"[[2, 1], [2, 2], [4, 1], [4, 2], [9, 1], [9, 2], [13, 1], [13, 2], [13, 3], [25, 1], [25, 2], [26, 1], [26, 2], [26, 3]]"
f_a1377524e3458b0f7351,"[[7, 1], [7, 2], [8, 1], [8, 2], [9, 0], [9, 1], [9, 2], [10, 1], [10, 2], [11, 1], [11, 2]]"
f_df25cbc4f08cfd46ca36,"[[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [8, 3]]"
f_3a7b459d4cec249870e4,"[[3, 1], [3, 2], [3, 3], [3, 4], [4, 1], [4, 2], [4, 3], [4, 4], [5, 1], [5, 2], [5, 3], [5, 4]]"
f_1f4ad55a837ba24040de,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_2c99beaa2dfb4991111c,"[[1, 2], [1, 4], [2, 2], [2, 4]]"
f_02f70515b42e5eced492,"[[2, 2], [2, 3], [2, 4]]"
f_743fe6421601fe4e2fd5,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 9]]"
f_1da1b4f3ad09dd2aafd8,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [20, 0], [21, 0], [22, 3], [22, 4], [22, 5], [22, 6]]"
f_e9aeaea2ede390897da0,"[[0, 0], [1, 0]]"
f_b31fca3c8e95e84fafad,"[[0, 0], [0, 1], [0, 2], [0, 3], [4, 0], [4, 3], [8, 0], [8, 1], [8, 2], [8, 3]]"
f_073c6f5e906a6beac209,"[[4, 0], [4, 1], [4, 3], [4, 4], [4, 5], [5, 0], [5, 1], [5, 3], [5, 4], [5, 5]]"
f_7dee8f717363c375058f,"[[1, 0], [1, 1], [2, 0], [2, 1]]"
f_bb856081b592bacf5e4f,"[[11, 0], [12, 0], [13, 0], [14, 0], [14, 1], [14, 2], [15, 0], [15, 2], [16, 0], [16, 2], [17, 0], [17, 2], [18, 0], [18, 2], [19, 0]]"
f_76e122a6c887df77cdc8,"[[1, 1], [1, 3], [2, 1], [2, 3]]"
f_0f482ee754cf85236df3,"[[1, 0], [1, 3], [3, 3]]"
f_4d6cfcc66d4be9841067,"[[5, 1], [5, 2], [5, 3], [6, 1], [6, 2], [6, 3], [11, 1], [11, 2], [11, 3], [12, 1], [12, 2], [12, 3], [13, 1], [13, 2], [13, 3], [15, 1], [15, 2], [15, 3], [16, 1], [16, 2], [16, 3]]"
f_57630599f16d9b2064c9,"[[17, 0], [18, 0], [19, 0], [19, 1], [19, 2]]"
f_e536122d50c781d4f2fd,"[[9, 0], [10, 0], [11, 0], [11, 1], [11, 2], [11, 3], [11, 4], [12, 4]]"
f_2b2dea2347b0a94e5e37,"[[20, 1], [20, 3], [27, 1], [27, 3]]"
f_55569e1f3c0d644ef3cc,"[[7, 0], [7, 2], [8, 0], [8, 2], [9, 0], [9, 2], [10, 0], [10, 2]]"
f_4a7fcae3fbcf48d3e7b1,"[[1, 0], [8, 0], [8, 1], [8, 2], [8, 4]]"
f_6a222c024fe01c4a21ce,"[[5, 0], [6, 0]]"
f_c5c5d5f3f61b401c72ab,"[[5, 1], [5, 2], [6, 0], [6, 1], [6, 2], [6, 3], [6, 4], [7, 0], [7, 3], [7, 4], [8, 0], [8, 1], [8, 2], [8, 3], [8, 4]]"
f_d3c9f25f1aae191e7c47,"[[3, 4], [5, 6], [6, 5], [7, 0], [7, 3]]"
f_16526d6a65500ab9dd48,"[[1, 1], [1, 2], [1, 4], [2, 1], [2, 2], [2, 4]]"
f_98c81dc200b8db421df6,"[[1, 0], [1, 3], [18, 3]]"
f_dc7cc8fd9f56bc63aa02,"[[1, 0], [2, 0]]"
f_7fd15c851aa20f42fa08,"[[5, 3], [6, 0], [6, 3], [6, 4]]"
f_9865e0970c2314a7f29f,"[[10, 0], [10, 1], [10, 2], [13, 0], [13, 1], [13, 2], [14, 0], [14, 1], [14, 2], [15, 0], [15, 1], [15, 2]]"
f_4e913be4430efdf2c6aa,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4]]"
f_ead7ab787778399f2b40,"[[6, 0], [7, 0], [7, 1], [7, 2], [7, 3], [7, 5]]"
f_1f084c27bfd3123dc6f0,"[[11, 0], [12, 0], [13, 0], [13, 1], [13, 3], [14, 0], [14, 1], [14, 3]]"
f_5edba5363ad054b97994,"[[23, 0], [23, 1], [23, 2], [27, 0], [27, 1], [27, 2]]"
f_26705fac9b74b8c9d0dd,"[[2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2]]"
f_ab2b3a3418c8e23db017,"[[1, 2], [2, 2], [3, 2], [4, 2], [5, 0], [5, 2], [6, 0], [6, 1], [6, 2]]"
f_1238cde147311f2e2bcc,"[[1, 0], [1, 2], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 2], [4, 0], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2]]"
f_78507efa281fe003c3ff,"[[2, 0], [3, 0], [3, 1], [3, 2]]"
f_b1cd67a17f43c4fe13be,"[[7, 0], [7, 1], [7, 2], [8, 0], [8, 1], [8, 2], [9, 0], [9, 1], [9, 2], [10, 0], [10, 1], [10, 2], [10, 5]]"
f_d706055181d5c3017081,"[[1, 3], [1, 5], [1, 6], [2, 3], [2, 5], [2, 6]]"
f_ad9e394da59c38172df4,"[[2, 6], [3, 6], [4, 6], [5, 6], [6, 6], [7, 6], [8, 6], [9, 6], [10, 6], [12, 6], [13, 6]]"
f_a091cb0141599ba27646,"[[1, 0], [1, 1], [1, 2], [1, 4], [2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1], [7, 0], [7, 1], [8, 0], [8, 1], [9, 0], [9, 1], [10, 0], [10, 1], [11, 0], [11, 1], [11, 2], [11, 4], [12, 0], [12, 1], [13, 0], [13, 1], [14, 0], [14, 1], [15, 0], [15, 1], [16, 0], [16, 1]]"
f_4c7895db79ded10abc4b,"[[13, 0], [13, 2], [13, 3], [14, 0], [14, 2], [14, 3]]"
f_7cff154e8a4c36cae7d8,"[[3, 9], [4, 9], [5, 9], [6, 9], [7, 9], [8, 0], [8, 1], [8, 9], [9, 0], [9, 1], [9, 9], [10, 0], [10, 1], [10, 9]]"
f_c6d993642baef638a751,"[[1, 1], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4]]"
f_561e9467127143ca9515,"[[18, 1], [18, 7], [20, 1], [20, 7]]"
f_86a4fb2cc981aa45620b,"[[2, 0], [2, 1], [2, 2], [6, 0], [6, 1], [6, 2], [7, 1], [7, 2]]"
f_a3114e3e3b03382691e5,"[[1, 1], [2, 1], [3, 1], [4, 1], [4, 4], [5, 1], [5, 4], [6, 1], [7, 1], [8, 1], [9, 1]]"
f_95a490b01c48199c55f9,"[[1, 1], [1, 3], [4, 1], [4, 3]]"
f_3337e151babf58dccbef,"[[1, 2], [2, 2], [26, 0], [26, 1], [26, 2], [26, 3], [26, 4]]"
f_1049b6dd5a7de5de96bf,"[[1, 0], [1, 1], [1, 4], [2, 0], [2, 1], [2, 4], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [5, 4]]"
f_73b187689c0e80d05f38,"[[10, 0], [10, 2], [11, 0], [11, 1], [11, 2], [12, 0], [12, 1], [12, 2], [18, 0], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 0], [26, 3]]"
f_b33a5923463b86bb98e6,"[[1, 0], [1, 1], [1, 2], [7, 0], [7, 1], [7, 2], [8, 1]]"
f_81432beff601152dcabf,"[[1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 1], [7, 2], [7, 3]]"
f_33e61b0ba1f127aaf903,"[[14, 0], [14, 1], [14, 2], [14, 4], [16, 0], [16, 1], [16, 2], [16, 4]]"
f_20dfb16ede64a03d7a66,"[[2, 0], [2, 1], [3, 0], [3, 1], [3, 3], [3, 4]]"
f_1285f1c58d8040cfc02c,"[[8, 0], [9, 0], [10, 0], [10, 1], [10, 3]]"
f_e585d335997fef04334f,"[[2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2], [7, 0], [7, 2]]"
f_c59cd2a7eeef042da783,"[[6, 0], [6, 1], [6, 10], [7, 0], [7, 1], [7, 10], [8, 0], [8, 10], [9, 0], [9, 1], [9, 2], [9, 10], [10, 1], [10, 2], [10, 10]]"
f_7051d4e8ffa51a24913b,"[[4, 1], [4, 2], [5, 1], [5, 2], [6, 1], [6, 2], [7, 1], [7, 2], [8, 0], [8, 1], [8, 2]]"
f_85f11a195e75c0b1b403,"[[9, 0], [9, 1], [9, 3], [9, 4], [10, 0], [11, 0], [14, 0], [14, 1], [14, 4]]"
f_74ac73fec8793558cb91,"[[4, 1], [10, 1]]"
f_2ab2ccd522dd2ea754dc,"[[1, 0], [1, 3], [3, 3]]"
f_4618f472494d41774d2a,"[[2, 1], [2, 2], [2, 3], [2, 4]]"
f_b5cb5221dd5ce96a0f25,"[[7, 3], [8, 0], [8, 3], [8, 4]]"
f_f52101fbe6c14b6a7587,"[[6, 1], [6, 2], [7, 1], [7, 2], [8, 1], [8, 2], [9, 1], [9, 2], [10, 1], [10, 2], [11, 1], [11, 2], [24, 1], [24, 2], [24, 11]]"
f_42cb2a35c8b719a12ed4,"[[1, 0], [1, 3], [9, 3]]"
f_d9357e0fd8b82c88b23e,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1], [7, 0], [7, 1]]"
f_6dc0f097b03cf9e3c478,"[[11, 0], [11, 1], [11, 2]]"
f_882490463bc0a7215e91,"[[13, 0], [14, 0], [14, 1], [14, 3]]"
f_9ec7d5acc308d56aa911,"[[3, 0], [3, 1], [3, 2], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1]]"
f_6f1078ee47929e865046,"[[6, 1], [7, 0], [7, 1], [7, 2]]"
f_bf016f85c0644183acd5,"[[7, 0], [7, 1], [7, 2], [7, 3]]"
f_966db5ac20ce6c6c32d4,"[[1, 1], [10, 1], [10, 2], [10, 3]]"
f_532511d46ebe21465ba4,"[[2, 0], [3, 0], [5, 0], [6, 0]]"
f_4a6a714e8286cff58876,"[[15, 0], [15, 1], [15, 3], [16, 0], [16, 1], [16, 3]]"
f_b76dea8944642d35ea00,"[[3, 1], [3, 2], [4, 1], [4, 2], [4, 4], [5, 1], [5, 2], [5, 4], [6, 1], [6, 2], [11, 1], [11, 2]]"
f_57fa3b4ccb3bdad54d1c,"[[1, 0], [1, 2], [2, 0], [2, 2], [4, 0], [4, 2], [4, 4], [8, 0], [8, 1], [8, 2], [8, 4]]"
f_97d62e0fa1a90671211e,"[[2, 0], [2, 1], [2, 2], [5, 0], [5, 1], [5, 2], [9, 0], [9, 1], [9, 2]]"
f_9eb2f424792258b01425,"[[1, 1], [1, 2], [1, 4], [2, 1], [2, 2], [2, 3], [2, 4]]"
f_1f79f2fbfc8e0ec5401a,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4]]"
f_7a5bb903eb791cdd0ad7,"[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1], [12, 1], [13, 1]]"
f_551010604b3d474584f1,"[[1, 0], [1, 3], [2, 0], [2, 3], [3, 0], [3, 3], [9, 3]]"
f_07f6d9f028e1a2ba2c2d,"[[1, 1], [1, 2], [2, 1], [2, 2], [3, 1], [3, 2], [4, 1], [4, 2], [5, 1], [5, 2], [6, 1], [6, 2], [7, 1], [7, 2], [8, 1], [8, 2], [9, 1], [9, 2], [10, 1], [10, 2]]"
f_dcf532ef5522c2249a49,"[[8, 0], [8, 1], [8, 2], [9, 0], [9, 1], [9, 2], [9, 3], [14, 1], [14, 2]]"
f_9bb803cbf5f4c1141a6d,"[[1, 1], [1, 2], [1, 3], [2, 1], [2, 2], [2, 3]]"
f_7551a0447656bf05b0bd,"[[1, 0], [2, 0], [2, 1], [2, 2]]"
f_c9cec369446e74a54e42,"[[1, 0], [1, 2], [1, 5], [2, 2], [2, 5], [3, 2], [3, 5]]"
f_dd96185c61637fbc8bd6,"[[4, 0], [4, 3], [4, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4]]"
f_6c65e478a318562666e1,"[[9, 0], [9, 1], [9, 5]]"
f_6092daed239cf2c1d5d8,"[[6, 0], [6, 1], [6, 2], [7, 0], [8, 0], [9, 0], [10, 0], [10, 1], [11, 0], [12, 0], [13, 0], [14, 0]]"
f_a24cee3733c3a7e60bbe,"[[2, 0], [2, 1], [2, 2], [6, 1], [7, 0], [7, 1], [7, 2]]"
f_92fc370e386f55caa834,"[[1, 1], [1, 2], [2, 1], [2, 2], [11, 3]]"
f_4b7b4fa961a6004d2fbf,"[[1, 1], [1, 2], [1, 4], [2, 1], [2, 2]]"
f_3143859687ff2cc16e2e,"[[4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1], [7, 0], [7, 1], [8, 0], [8, 1], [8, 2], [8, 3]]"
f_2d248d85bb34b7b503da,"[[6, 0], [6, 2], [7, 0], [7, 1], [7, 2], [8, 0], [8, 2], [9, 0]]"
f_5329d910a9f57b6ff944,"[[21, 0], [22, 0]]"
f_d6bb62b611f0fe4981c6,"[[1, 0], [1, 1], [1, 3], [1, 5], [1, 6], [2, 0], [2, 1], [2, 3], [2, 5], [2, 6]]"
f_db71d1efc3fac735c9c2,"[[11, 0], [12, 0], [13, 0], [13, 1], [13, 2], [14, 0], [15, 0], [16, 0]]"
f_f5e1654567db643fe770,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4]]"
f_48a995d60d28403bf48a,"[[2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [7, 0], [7, 1], [8, 0], [8, 1], [9, 2], [10, 2]]"
f_c9d53c23930c94cf760e,"[[3, 0], [3, 1], [3, 2], [12, 0], [12, 1], [12, 2]]"
f_db337ae358cccb79416d,"[[20, 0], [21, 0], [21, 1], [21, 2], [21, 3]]"
f_0662a74cef990501163e,"[[6, 0], [7, 0], [7, 1], [7, 2], [7, 3]]"
f_d22ec28eb75fe9a72fe5,"[[9, 2], [9, 4], [10, 1], [10, 2], [10, 3], [10, 4]]"
f_54627280d401e1e7046a,"[[5, 1], [6, 1], [6, 2]]"
f_9aaa157950fc103426c8,"[[18, 2], [20, 2]]"
f_3fbe3bf1462b749d90a6,"[[9, 0], [9, 1], [10, 0], [10, 1], [10, 2], [10, 3], [11, 0]]"
f_4884d267f9b0e264e150,"[[5, 0], [5, 1], [5, 2], [6, 0], [6, 2], [7, 0], [7, 2], [8, 0]]"
f_e5f939ec95b3724c92cc,"[[4, 0], [4, 1], [5, 0], [6, 0], [7, 0], [7, 11], [7, 12]]"
f_8825417fcceedaab2f3b,"[[3, 0], [3, 1], [3, 2], [3, 3], [4, 0], [4, 1], [4, 2], [4, 3], [6, 0], [6, 1], [6, 2], [6, 3], [7, 0], [7, 1], [7, 2], [7, 3]]"
f_0efafe7adbacf8aa0a46,"[[2, 0], [2, 1], [4, 2]]"
f_1f5d19590a79a71b2857,"[[1, 1], [1, 2], [1, 4], [2, 1], [2, 2], [2, 4], [9, 3]]"
f_512c9caaed94a3f5a56c,"[[6, 0], [6, 1], [7, 0], [8, 0], [8, 1], [8, 2], [8, 3], [8, 4], [9, 0]]"
f_a85b487424cc416b946d,"[[11, 0], [11, 1], [11, 13], [12, 0], [12, 13], [13, 0], [13, 13], [14, 1], [14, 13]]"
f_30276fa53d1d92541760,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [4, 0], [4, 9], [4, 10]]"
f_6ba4667abeccc2fc117b,"[[7, 1], [7, 14], [8, 0], [8, 1], [8, 14], [9, 1], [9, 14]]"
f_4f559f9077445924ae02,"[[22, 0], [22, 1], [22, 3], [22, 4], [22, 5], [23, 0], [23, 1], [23, 2], [23, 3], [23, 4], [23, 5], [24, 0], [24, 2], [24, 3], [24, 4], [24, 5], [25, 0], [25, 2], [25, 3]]"
f_bb61349dd87b86c67892,"[[1, 0], [1, 1], [2, 0], [2, 1]]"
f_4af060f472547ce1d057,"[[15, 0], [15, 1], [16, 0], [16, 1], [17, 0], [17, 1], [18, 0], [18, 1], [19, 0], [19, 1], [21, 1], [23, 1], [25, 1], [26, 1]]"
f_2e8c4a64be4ce5ab6797,"[[1, 2], [5, 3]]"
f_1fce3e6496e356422c3e,"[[11, 0], [11, 1], [11, 2], [11, 3], [12, 0], [12, 1], [12, 2], [12, 3], [13, 0], [13, 1], [13, 2], [13, 3]]"
f_b3e58750a1a372d24a69,"[[11, 0], [11, 1], [11, 2], [11, 3], [11, 4], [12, 0], [12, 1], [12, 2], [12, 3], [13, 0], [13, 1], [13, 2], [13, 3], [13, 4]]"
f_41afdbfc4d09001ae35c,"[[4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2], [5, 3]]"
f_bf7264556e80fc2fcb0d,"[[6, 0], [6, 2], [6, 3], [8, 0], [8, 2], [8, 3]]"
f_a092da602abc6163af41,"[[1, 1], [1, 2], [12, 3]]"
f_827027f5c9fee994798e,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3], [4, 0], [4, 1], [4, 2], [4, 3], [5, 0], [5, 3]]"
f_2ac724df940f6bd6e3ea,"[[31, 1], [31, 2], [32, 0], [32, 1], [32, 2], [32, 3]]"
f_a310e23a341444e92895,"[[1, 1], [1, 3], [1, 4], [2, 1], [2, 3], [2, 4]]"
f_5f39d92d34dac3e422d7,"[[12, 0], [13, 0], [13, 1], [13, 2], [14, 0], [14, 2], [15, 0], [15, 2], [16, 0], [16, 2], [17, 0]]"
f_c557781546323eae7ed2,"[[10, 1], [10, 3], [10, 4], [14, 1], [14, 3], [14, 4]]"
f_1a5ce73ebbe9cc0b73a8,"[[1, 0], [1, 2], [1, 3], [1, 4], [2, 0], [2, 2], [2, 3], [2, 4], [3, 0], [3, 2], [3, 3], [3, 4], [4, 0], [4, 2], [4, 3], [4, 4]]"
f_e60bb61486bbc054dc36,"[[6, 0], [6, 1], [6, 2], [7, 0], [7, 1]]"
f_4c92aff1a5c33e0ca87c,"[[4, 0], [4, 2], [4, 4], [5, 0], [5, 2], [5, 4]]"
f_f69eadc95e9066009f2c,"[[1, 0], [1, 3], [11, 3]]"
f_4aab183288f4e3c60a7e,"[[2, 0], [2, 3], [3, 0], [3, 1], [3, 3]]"
f_a8e1c57126bf10d6bfa5,"[[1, 0], [1, 1], [1, 3], [2, 0], [2, 1], [2, 3], [3, 0], [3, 1], [3, 3], [4, 0], [4, 1], [4, 3]]"
f_30267286553c72a45512,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]"
f_f3554fc42160352b3442,"[[1, 0], [1, 1], [1, 3], [2, 0], [2, 1], [2, 3]]"
f_611f2993fbd77d342713,"[[4, 2], [5, 0], [5, 2], [5, 4], [6, 0], [6, 2], [6, 3], [6, 4]]"
f_18906159ef7bcafabe21,"[[11, 0], [11, 1], [11, 3], [12, 0], [12, 1], [12, 3]]"
f_6647707ae281d0942968,"[[1, 1], [1, 3], [2, 1], [2, 3]]"
f_4c84ed58f6043825743b,"[[1, 0], [1, 1], [1, 2], [1, 4], [2, 0], [2, 1], [2, 2], [2, 4], [3, 0], [3, 1], [3, 2], [3, 4], [4, 0], [4, 1], [4, 2], [4, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [6, 0], [6, 1], [6, 4], [7, 0], [7, 1], [7, 4], [8, 0], [8, 1], [8, 4], [9, 0], [9, 1], [9, 4], [10, 0], [10, 1], [10, 4], [11, 0], [11, 1], [11, 4], [12, 0], [13, 0], [14, 0], [15, 0]]"
f_7da9ea0500f0ecac89f1,"[[2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3], [3, 5]]"
f_ee9d7ee6b926d11019c0,"[[2, 0], [2, 1], [2, 4], [3, 4]]"
f_a67a6b39e79e3959ed3e,"[[7, 0], [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [8, 0], [10, 0], [11, 0], [11, 1], [11, 2], [11, 3], [11, 4], [11, 5], [12, 0]]"
f_54dccce6a74e2505abc0,"[[1, 1], [2, 1], [2, 2], [2, 3]]"
f_dee48516042a4ca69b45,"[[2, 0], [2, 1], [2, 3], [29, 0], [29, 1], [29, 3]]"
f_a435d87b7f90435b1bc5,"[[2, 0], [2, 1], [2, 3], [4, 0], [4, 1], [4, 3], [5, 0], [5, 1], [5, 2]]"
f_d80e2afcb5177192908c,"[[13, 0], [13, 1], [13, 2], [13, 3], [14, 0], [14, 1], [15, 0], [15, 1], [15, 2], [15, 3], [16, 0]]"
f_6c4fe0819bc25345a896,"[[3, 0], [3, 1], [3, 2], [3, 4]]"
f_8adcf219e987413a3dd2,"[[7, 1], [7, 5], [8, 0], [8, 1], [8, 2], [8, 3], [8, 5], [8, 6]]"
f_2dedf2c6ea5e9be4ac84,"[[5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [14, 7], [14, 8]]"
f_f4869bb15fe339c194d7,"[[9, 1], [9, 2], [9, 3], [9, 4], [14, 1], [14, 2], [14, 3], [14, 4]]"
f_b1f6ba28c819f1ecf997,"[[2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 1], [4, 2], [4, 3], [4, 4], [5, 1]]"
f_7448a4b01eb7c2319041,"[[3, 1], [3, 3], [3, 4], [4, 1], [4, 3], [4, 4], [5, 0], [5, 1], [5, 3], [5, 4], [6, 0], [6, 1], [6, 4], [7, 0], [7, 1], [7, 4], [8, 0], [8, 1], [8, 4], [9, 0], [9, 1], [9, 4]]"
f_96a11dd24c3ba99c3623,"[[4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2]]"
f_99c9440e19b84c33f4b0,"[[20, 1], [20, 3], [20, 4]]"
f_ae7b1d944ae0d6fbfdd8,"[[2, 0], [3, 0], [3, 1], [3, 2], [3, 3], [12, 1], [12, 2], [13, 2], [13, 3]]"
f_fedc84581fd1469ceaf5,"[[4, 0], [4, 1], [4, 6], [5, 0], [5, 1], [5, 4], [5, 6], [6, 1], [7, 1], [8, 1]]"
f_c9704412259f5856f12d,"[[2, 0], [15, 0], [17, 2]]"
f_e5909630801840dc124b,"[[7, 1], [7, 12], [8, 0], [8, 1], [8, 12], [9, 0], [9, 12], [10, 0], [10, 12], [11, 12], [12, 12]]"
f_4d954833f7c8cf346507,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2]]"
f_9ff9f666a7288629dcbb,"[[5, 1], [5, 2], [5, 4], [6, 1], [6, 2], [6, 4]]"
f_8803925c48899b361cf8,"[[5, 0], [7, 0], [9, 0], [10, 0], [11, 0], [14, 0]]"
f_6a9a7385c159cbe45294,"[[5, 4], [6, 1], [6, 2], [6, 4], [6, 5]]"
f_88ad6201b118798e89ca,"[[11, 0], [11, 1], [12, 0], [12, 1], [12, 2], [12, 3]]"
